time,value
240,5.760415434606405
241,4.408568549540547
242,5.629096639604748
243,4.4896164088074215
244,4.965727657822357
245,3.1512532041074506
246,12.800580817499686
247,4.448716792180378
248,2.736141505951732
249,4.331462003063425
250,4.774943608109469
251,4.371508700089034
252,4.536712509044143
253,5.686370208408171
254,3.2167594811971765
255,4.386121214347318
256,4.050918704263283
257,3.6222466423975126
258,4.409075674918915
259,5.139557925105363
260,4.8781076741175875
261,4.454402655265971
262,4.356937145997715
263,4.5337958879952875
264,3.8025535023898205
265,5.040376988171734
266,3.3174573953792885
267,3.4653753413037043
268,3.875936929963381
269,4.804344037704787
270,3.5165071529007452
271,13.496758594620921
272,3.7546137122506718
273,4.428981067438713
274,5.215260417190926
275,4.441986293838893
276,3.3230416589982084
277,4.511580573036873
278,5.362284393757111
279,4.452126404583017
280,3.057599759566361
281,4.719407936885098
282,5.11995630969551
283,3.6678276924695137
284,4.472712625309225
285,4.478348713620558
286,4.107228333495971
287,3.3574800096041
288,3.5471415572047356
289,4.7614359371591055
290,5.195081712441726
291,3.7153480612930627
292,3.531765855655249
293,3.323595167635498
294,4.559748117621634
295,5.036608677401141
296,5.579021864994042
297,5.499370155518941
298,5.711046211633972
299,3.616709512866516
300,8.769567885721628
301,3.8157161572365803
302,4.05032377669518
303,3.613125893578582
304,2.872790529410729
305,5.649268690985362
306,3.843580241925539
307,5.256364694291456
308,4.784614550100436
309,3.5881918343327706
310,4.044150643998945
311,4.364168947886555
312,3.47080897819112
313,4.082910010821847
314,3.763832763754148
315,3.0819477120441174
316,-3.130025637255221
317,4.419102847907525
318,4.029922000586722
319,3.7036720711910402
320,4.6171326405166155
321,5.749761037389868
322,5.356163172690215
323,5.002015581677713
324,3.738690117694946
325,4.760192978381893
326,4.080856231121677
327,3.8601727299537525
328,4.321676720959018
329,5.463278654018288
330,2.803810694012422
331,4.776295595966596
332,5.568625018046735
333,5.381303289330929
334,4.454345520260443
335,4.526920932231989
336,5.123583879485093
337,4.185391639909753
338,5.037302342768278
339,5.599781841278897
340,5.256725135254869
341,4.171009381306261
342,4.692489149709692
343,3.397784673773776
344,4.413760821053986
345,5.134850944607675
346,3.627603105629553
347,4.130032268863137
348,4.548961690981841
349,4.293555509315513
350,5.117382519725879
351,3.9085665091695785
352,4.479612317253361
353,4.0724772754782865
354,4.079119361248471
355,3.4564802393649123
356,5.034609428762837
357,4.84785517862983
358,4.360711106603092
359,4.942265612247849
360,4.807674433137532
361,4.541982109657124
362,3.847237891091143
363,4.2109689588980235
364,3.5937037614632716
365,4.5823244563737955
366,4.054654108404193
367,4.507813243721118
368,2.956603743510846
369,3.4208914586427066
370,4.090245751864333
371,5.265755631969249
372,4.791624769720942
373,3.4520132122427665
374,2.380461823580494
375,5.079534991819862
376,4.522685846213848
377,4.730224955633146
378,5.521165058387623
379,5.01018016607704
380,4.795957071030153
381,5.125792644542294
382,4.435901720002089
383,5.586894352452669
384,3.6983675132022467
385,4.292614149629741
386,3.886650315764429
387,4.570264404988467
388,3.381022504769952
389,5.22635738283223
390,3.5662236507979306
391,5.805610000602126
392,4.369915394082222
393,3.9866998330899204
394,8.390757846130816
395,4.77183054474865
396,4.8649927897625265
397,5.303705656172158
398,4.739730311235155
399,4.899672701680578
400,3.2567776752068784
401,2.085528408132296
402,3.532682081233989
403,3.8446125095836963
404,5.048009486877993
405,3.8615936986142922
406,4.01974709416209
407,4.088889433514955
408,4.078394013843691
409,4.862637768690991
410,3.100417883845778
411,4.443985299866087
412,3.2301347073538422
413,5.881849347421171
414,3.9730299997796084
415,4.991452756118079
416,3.4664026360014235
417,4.4705775010874715
418,5.083002613492058
419,5.0552125459121715
420,3.952698409699118
421,4.5655353837243275
422,4.700570254619361
423,3.6574655217357743
424,3.858363066275259
425,5.322737871815825
426,5.342489932941126
427,4.128226288693438
428,3.7477571317699114
429,5.21305735308557
430,4.753947914207385
431,4.078389932508826
432,3.533310394501652
433,4.215389307255251
434,3.390310975194373
435,3.2844018705114277
436,4.999705745014711
437,4.403475141394222
438,4.614194837719758
439,4.0484589435289635
440,6.104971175693564
441,5.326921312866764
442,4.666756553579486
443,4.351789976097951
444,5.458161295783144
445,3.8437776698956294
446,5.682089025819806
447,4.679625422668647
448,1.5770984480502706
449,4.55242308829352
450,3.038031112680315
451,5.1959968686644
452,4.388911870073538
453,4.273220091554542
454,3.8937014288240235
455,4.84779693825025
456,4.020590246566644
457,4.726547600188579
458,4.813115102607658
459,5.762108972911407
460,4.876256810111854
461,4.701006175102825
462,4.768283342838122
463,4.6270332953866316
464,3.9430919454204014
465,5.375428191203716
466,3.1926932096849203
467,4.221995484907394
468,2.9716202890334453
469,4.111253230142814
470,5.142194331572855
471,4.519078850853557
472,5.705619494110068
473,5.353006218887371
474,4.126565763923624
475,4.9859328155927
476,5.72588898176279
477,5.094036928255368
478,5.229276819665761
479,5.844435211295188
480,3.331298993400525
481,4.5686998489932265
482,4.364461071646301
483,5.343341332737349
484,4.322334791847878
485,4.829656172183338
486,3.055191921418993
487,3.920398470180782
488,5.3104818697631275
489,4.837041988185052
490,5.073472951140241
491,2.1049103724804836
492,3.885544074240401
493,4.059360095945033
494,4.3427539656341425
495,4.082514707026911
496,4.107960864577452
497,4.661207537953263
498,5.345332802077096
499,3.9633450151595495
500,5.713343825233847
501,4.03812947159784
502,4.3174530697394875
503,5.5481383073683315
504,4.320347363763162
505,4.024541094093246
506,5.248890388864801
507,6.1959377977809575
508,3.829970830730381
509,5.016351670434983
510,4.511144106820393
511,5.2157857269527
512,4.156688416307186
513,5.4734280665984105
514,4.285123919248373
515,4.503672679432664
516,3.576583057161004
517,3.6406188492340403
518,3.3148321512904806
519,3.906083682712169
520,5.892899852221275
521,5.491575775004414
522,4.498373342272955
523,4.6029854976259035
524,5.581102025275028
525,5.410433098889629
526,5.520734447113451
527,4.98750528620869
528,4.879090750542096
529,4.538432701647643
530,4.288936616001611
531,5.168192226381402
532,4.654033074712191
533,4.023050382890143
534,4.882992681694191
535,3.588987256785318
536,4.377705463003077
537,3.958394364875586
538,3.9249271469847926
539,4.268700743177467
540,1.788615974573059
541,4.277659267045942
542,4.738085607073648
543,4.055629375179574
544,4.280833505836994
545,5.290854827155345
546,6.038634636373546
547,3.757045651810766
548,4.9653540071090685
549,5.57965714592196
550,3.2136673041211967
551,3.2438173325588204
552,4.105986579835225
553,5.5625155989734445
554,3.440486222077543
555,5.9048884370768695
556,4.586856169491285
557,4.445795786818968
558,7.9656923178251855
559,3.616820442407395
560,5.153763525958414
561,4.365432413248078
562,3.742096358122834
563,3.850293218010284
564,4.452654435983968
565,5.318323249919263
566,6.08094308760752
567,2.947491434685998
568,3.885230733594833
569,4.12218460028262
570,5.824025074800253
571,4.37489031680839
572,4.430553009016537
573,3.8584424586699893
574,4.755943907959634
575,3.441679816995389
576,3.684932612404811
577,4.876420733344658
578,3.24819703001939
579,4.706209942887676
580,5.2282358842574235
581,5.049910019764589
582,3.9044639115922006
583,3.751403853068719
584,5.648562044242405
585,5.535556581821688
586,4.334881343421934
587,4.707671250450644
588,4.540501077064807
589,-108.56788698697827
590,3.695090061087596
591,4.36743338718404
592,3.643567853899019
593,5.396357398686898
594,3.644475583682202
595,5.875620560873221
596,5.38309023327596
597,5.753503220216974
598,3.728724339594781
599,3.3113327969055337
600,4.876451471825851
601,4.4925280454140495
602,6.221448563131197
603,3.452680932546433
604,5.6697360145918925
605,4.351972636901855
606,4.751242869423541
607,3.938543081341811
608,4.924306307844098
609,5.032577771871729
610,4.49221615778114
611,6.268233555525571
612,3.888203596057372
613,5.491598695116991
614,4.033344144291712
615,5.280069777812862
616,4.256617432598301
617,4.406876900207779
618,4.709792081231556
619,5.052134576368632
620,4.684914889305304
621,5.671170095074794
622,5.616528209916565
623,4.146693594965712
624,3.7446713545149386
625,4.105977145676286
626,2.826960613009793
627,4.930777935838716
628,3.410352682428601
629,4.16581480142029
630,4.703930876675419
631,4.2908438874190615
632,11.304043579209562
633,7.753634708711825
634,4.240946045304456
635,5.855453177870712
636,3.9377431668655363
637,4.615653372488431
638,2.457123688647745
639,5.543137127550299
640,4.892969039897497
641,6.108760009385868
642,5.314842218198828
643,4.685238264777627
644,5.507464071267012
645,4.321487543338359
646,5.501995373691409
647,4.239331936004529
648,4.891267484228955
649,4.826087367658939
650,4.128161739268961
651,4.979569004644749
652,3.875919137139663
653,4.124312037944571
654,4.6084062416982565
655,5.5830291134221
656,3.88612836979721
657,4.649391665104703
658,4.082080860152072
659,6.104900478995239
660,5.568482011114932
661,4.290856370458602
662,3.7714363901672296
663,5.199385537944558
664,4.364389506973296
665,4.278441063198191
666,4.230865956579988
667,3.6173089080506093
668,5.0365053843399075
669,3.7245470520135306
670,4.64448089003171
671,5.159222428115145
672,3.64839386238923
673,4.420359947960774
674,4.741154881248233
675,4.959948020347651
676,4.400725465728576
677,4.11693261887924
678,4.076737364726794
679,4.003926723456939
680,3.5761318056198963
681,5.48143320540171
682,4.47126341835697
683,4.798219306253862
684,5.206365543228067
685,4.816413707849474
686,4.769196150086059
687,3.9715493499893
688,5.056779073746684
689,5.0663748944977325
690,4.217079977923278
691,4.313166461642402
692,3.553503487781777
693,3.7886510125753987
694,4.443303635916655
695,3.736570483157611
696,4.729808397374404
697,5.238025542179314
698,5.061593748992086
699,3.2202614862861934
700,4.389139370493691
701,5.457313898541013
702,3.990381286186907
703,4.470771826002206
704,4.30653439442291
705,3.442136859175765
706,4.486901837585377
707,4.689010526969072
708,4.498016400719137
709,1.2918381996887827
710,3.589373515709375
711,5.3062220169571725
712,4.910302204240272
713,3.8059732507891626
714,4.898535734715759
715,3.045331861385974
716,4.486513440893282
717,4.4174006977024804
718,6.361634201442094
719,4.8540632927120715
720,4.093799471065602
721,4.058195318216203
722,6.659104918363526
723,5.214341747336899
724,4.712778863631699
725,4.913236944196039
726,4.3488319109987295
727,5.028125981382138
728,4.8993138674126415
729,5.353422091430438
730,4.777004648517981
731,4.881479511066182
732,4.209126881318564
733,3.872999592290998
734,3.5982557139947717
735,4.474437635321193
736,5.209996242818389
737,4.770435952436705
738,4.545958392491602
739,5.1190839496255585
740,5.279364320473703
741,5.936346049891218
742,3.7194143562281803
743,5.009512232400033
744,4.186894411805686
745,4.584558734539906
746,4.585159501930516
747,4.79692821545278
748,4.668092977028687
749,5.728483322813918
750,5.029323014902958
751,5.198260157336618
752,4.658957458984627
753,3.264808322896946
754,4.730216155357255
755,4.282592459179925
756,4.138299555817825
757,4.4410225364998634
758,4.235857350914506
759,4.811708960315111
760,5.910664062423699
761,4.075438529286204
762,4.744418212273547
763,4.350204313269725
764,4.106386884665008
765,4.0022947878422706
766,4.364799786290766
767,4.587410962046866
768,4.891247891995915
769,5.95729471029086
770,4.200325343240172
771,3.6107440068703687
772,4.163410791977922
773,4.285120140447561
774,4.168419161367246
775,3.6371003787560388
776,3.9045345531765148
777,4.3045339195101056
778,4.204690433957758
779,5.7360864936039935
780,4.711936908874119
781,4.007207932045277
782,3.89213637800166
783,3.998668819512294
784,4.562651211432083
785,4.574731106190768
786,4.992416138219996
787,5.605135605373947
788,4.571300576602184
789,3.5088715704657996
790,4.410651296277864
791,4.6683663875161905
792,3.3722610633304084
793,5.0039018584867065
794,5.510238221359392
795,4.46855031314867
796,4.92994566382571
797,4.271441153247144
798,3.535175580807132
799,4.392301965573423
800,4.539233367080129
801,5.298874703722176
802,3.9605832333767745
803,4.872803080051897
804,4.5400424656670895
805,2.1552314277089626
806,3.447767735000719
807,5.229979546259617
808,3.3794877465450006
809,3.079090942392039
810,4.7415698653430525
811,4.401021343371102
812,2.8020054453312233
813,4.752650066705224
814,4.992706451570551
815,5.888999629907147
816,4.561605460872844
817,5.585199327601946
818,3.704034738026178
819,5.047098743747131
820,4.137634596333508
821,4.669449249660278
822,3.3725330685258372
823,5.394184122897817
824,4.69737171683691
825,4.503882070495714
826,3.4622424816278814
827,5.806858873683341
828,4.295813191179464
829,4.599606211825451
830,4.236321506271341
831,2.97921188854004
832,3.7166887176384273
833,5.222448447431021
834,5.0017681491925075
835,5.2949767394985185
836,3.491252657003797
837,4.82914358837082
838,5.154144132528233
839,2.2846896824590557
840,4.076895801583812
841,4.371753186256138
842,3.573148898768863
843,4.787879617316709
844,4.802683318429366
845,4.859934659181591
846,4.80615922901017
847,3.9944239369425993
848,3.897581962436967
849,5.078145141249042
850,4.038906699919968
851,4.443354790187548
852,4.760381097453849
853,3.631570709243042
854,6.236544638485769
855,4.24836202684556
856,3.678657829816681
857,4.896453340601015
858,3.0870560515180987
859,3.954135646201533
860,2.1996855325411837
861,4.724596112824724
862,4.357527577895769
863,2.9434714036038585
864,5.7678636002295764
865,4.8477072759165605
866,5.733531463811717
867,3.2945229375021343
868,3.3617408795629693
869,4.216366417715918
870,5.172728132754593
871,4.835403326274081
872,2.6122175774277334
873,3.9672908873083914
874,4.980301161245022
875,4.3125944775637315
876,4.655439192606495
877,3.424922553970534
878,-4.7788245722298175
879,6.0036038200403326
880,6.184466504086032
881,4.265105941265541
882,3.4355515026937606
883,6.064420356605991
884,4.518173838687607
885,4.483282655497964
886,3.8245307231682135
887,4.356145894920728
888,3.6597104515954677
889,5.305544773420544
890,5.281237925877975
891,3.014964493907316
892,4.770495331603778
893,4.609737101323791
894,6.86305929103135
895,4.121262466019303
896,4.214465978598589
897,4.125131343959174
898,3.9516501035160037
899,4.234178110149013
900,4.004938195059468
901,5.3213888037662045
902,4.67044711520113
903,4.449568793922469
904,4.461364646368963
905,5.105992310924263
906,3.8674618125527176
907,4.336243807194492
908,5.419296629369003
909,5.522652314981677
910,4.196865502107989
911,4.343691657886223
912,6.749182480769019
913,4.268190434655658
914,4.512909163218149
915,4.604954734728468
916,4.950897869715587
917,3.7413131493227976
918,4.080831590733138
919,5.034124619114792
920,4.1747334679926675
921,4.28556398258381
922,4.490897144284963
923,4.271742217740384
924,3.586437685736212
925,4.581887819479918
926,2.3339767421479785
927,3.325325803437222
928,4.3339185492963
929,5.65987822739012
930,5.237511735967672
931,4.733441991081897
932,5.032225119408795
933,4.7744694393272
934,3.5979855554564657
935,4.610885845625241
936,3.780390828892017
937,4.718600474961077
938,4.605022921919494
939,3.993684022033118
940,5.314977083174645
941,5.422285246315416
942,3.209456688889121
943,4.010966257684542
944,3.5880518820493745
945,3.1336686520755386
946,4.7977596545427375
947,4.11538707936953
948,3.724163434264271
949,4.511109887744974
950,3.4266951654859166
951,4.6689868383551545
952,6.64451972874018
953,4.961342308449007
954,5.147259711484314
955,4.076261312572411
956,3.986736184224813
957,4.509578823093587
958,5.582747075072755
959,4.596372375136706
960,4.563084771952882
961,6.476988725044014
962,-4.081936424352711
963,4.662320205433687
964,4.6874339224700226
965,5.515992633984331
966,4.777992376582753
967,4.1518474014337965
968,4.1165376542071375
969,5.3824600087580485
970,5.7426974043594
971,4.945044198529951
972,4.2796703766823585
973,4.641677343703934
974,4.383381970919231
975,4.475472305229279
976,4.8098504341487915
977,3.7090006933422197
978,13.7864538162925014
979,14.310408695976284
980,15.02292754103699
981,14.578277330482594
982,13.961116808068318
983,15.312049308899228
984,14.173669389141057
985,14.590339784841828
986,14.764670126595963
987,14.888399672464602
988,12.9653969638219984
989,15.966217989376799
990,13.66703598533445
991,14.146867423669917
992,14.100039619856588
993,14.299346936389884
994,15.2219829662602955
995,15.156065113985272
996,14.764967599666658
997,13.616814822225916
998,13.752272573663311
999,14.555495772221279
